ItemName;ItemCode;Empresa;CreateDate;UpdateDate;u_coleccion;u_estilo;u_genero;u_descripcion;u_descrip_color;u_division;u_sellitem;BarCode;bot_type
560771/BOSTON SFB LEVE/40/TAUPE;140001393981768;SBO_00_DISRESALV;11/02/2025 0:00;27/02/2025 0:00;;560771;UNISEX;BOSTON SFB LEVE;TAUPE;CLASSIC;1;809410000000.0;BIRKEN
560771/BOSTON SFB LEVE/41/TAUPE;140001393981868;SBO_00_DISRESALV;11/02/2025 0:00;27/02/2025 0:00;;560771;UNISEX;BOSTON SFB LEVE;TAUPE;CLASSIC;1;809410000000.0;BIRKEN
560771/BOSTON SFB LEVE/42/TAUPE;140001393981968;SBO_00_DISRESALV;11/02/2025 0:00;27/02/2025 0:00;;560771;UNISEX;BOSTON SFB LEVE;TAUPE;CLASSIC;1;809410000000.0;BIRKEN
560771/BOSTON SFB LEVE/43/TAUPE;140001393982068;SBO_00_DISRESALV;11/02/2025 0:00;27/02/2025 0:00;;560771;UNISEX;BOSTON SFB LEVE;TAUPE;CLASSIC;1;809410000000.0;BIRKEN
1002315/BOSTON EVA/41/WHITE;140001403991868;SBO_00_DISRESALV;11/02/2025 0:00;05/05/2025 0:00;Seasonal;1002315;UNISEX;BOSTON EVA;WHITE;ACTIVE;1;886925000000.0;BIRKEN
1019142/ARIZONA EVA/40/NAVY;140001073971768;SBO_00_DISRESALV;03/11/2024 0:00;08/11/2024 0:00;Seasonal;1019142;UNISEX;ARIZONA EVA;NAVY;ACTIVE;1;822699000000.0;BIRKEN
1019142/ARIZONA EVA/41/NAVY;140001073971868;SBO_00_DISRESALV;03/11/2024 0:00;08/11/2024 0:00;Seasonal;1019142;UNISEX;ARIZONA EVA;NAVY;ACTIVE;1;822699000000.0;BIRKEN
1027161/MOGAMI TERRA BF/38/APEX BLACK;140001214051568;SBO_00_DISRESALV;11/02/2025 0:00;05/05/2025 0:00;Seasonal;1027161;UNISEX;MOGAMI TERRA BF;APEX BLACK;ACTIVE;1;192762000000.0;BIRKEN
1027161/MOGAMI TERRA BF/39/APEX BLACK;140001214051668;SBO_00_DISRESALV;11/02/2025 0:00;05/05/2025 0:00;Seasonal;1027161;UNISEX;MOGAMI TERRA BF;APEX BLACK;ACTIVE;1;192762000000.0;BIRKEN
1027161/MOGAMI TERRA BF/40/APEX BLACK;140001214051768;SBO_00_DISRESALV;11/02/2025 0:00;05/05/2025 0:00;Seasonal;1027161;UNISEX;MOGAMI TERRA BF;APEX BLACK;ACTIVE;1;192762000000.0;BIRKEN
151181/ARIZONA BFBC BIRKENSTOCK/38/MOCCA;140000254161568;SBO_00_DISRESALV;19/03/2024 0:00;25/03/2025 0:00;Core Essential;151181;UNISEX;ARIZONA BFBC BIRKENSTOCK;MOCCA;CLASSIC;1;809410000000.0;BIRKEN
151181/ARIZONA BFBC BIRKENSTOCK/39/MOCCA;140000254161668;SBO_00_DISRESALV;19/03/2024 0:00;05/05/2025 0:00;Core Essential;151181;UNISEX;ARIZONA BFBC BIRKENSTOCK;MOCCA;CLASSIC;1;809410000000.0;BIRKEN
151181/ARIZONA BFBC BIRKENSTOCK/40/MOCCA;140000254161768;SBO_00_DISRESALV;19/03/2024 0:00;27/02/2025 0:00;Core Essential;151181;UNISEX;ARIZONA BFBC BIRKENSTOCK;MOCCA;CLASSIC;1;809410000000.0;BIRKEN
151181/ARIZONA BFBC BIRKENSTOCK/42/MOCCA;140000254161968;SBO_00_DISRESALV;19/03/2024 0:00;05/05/2025 0:00;Core Essential;151181;UNISEX;ARIZONA BFBC BIRKENSTOCK;MOCCA;CLASSIC;1;809410000000.0;BIRKEN
151181/ARIZONA BFBC BIRKENSTOCK/43/MOCCA;140000254162068;SBO_00_DISRESALV;19/03/2024 0:00;05/05/2025 0:00;Core Essential;151181;UNISEX;ARIZONA BFBC BIRKENSTOCK;MOCCA;CLASSIC;1;809410000000.0;BIRKEN
151181/ARIZONA BFBC BIRKENSTOCK/44/MOCCA;140000254162168;SBO_00_DISRESALV;19/03/2024 0:00;05/05/2025 0:00;Core Essential;151181;UNISEX;ARIZONA BFBC BIRKENSTOCK;MOCCA;CLASSIC;1;809410000000.0;BIRKEN
452761/ARIZONA SFB LEOI BIRKENSTOCK/35/HABANA;140000274141268;SBO_00_DISRESALV;19/03/2024 0:00;14/06/2024 0:00;Core Essential;452761;UNISEX;ARIZONA SFB LEOI BIRKENSTOCK;HABANA;CLASSIC;1;886454000000.0;BIRKEN
452761/ARIZONA SFB LEOI BIRKENSTOCK/36/HABANA;140000274141368;SBO_00_DISRESALV;19/03/2024 0:00;14/06/2024 0:00;Core Essential;452761;UNISEX;ARIZONA SFB LEOI BIRKENSTOCK;HABANA;CLASSIC;1;886454000000.0;BIRKEN
960811/BOSTON LEOI /38/TABACCO BROWN;140000584111568;SBO_00_DISRESALV;16/05/2024 0:00;25/03/2025 0:00;Core Essential;960811;UNISEX;BOSTON LEOI;TABACCO BROWN;CLASSIC;1;809411000000.0;BIRKEN
1014614/ARIZONA EVA /37/LIGHT ROSE;110000614081468;SBO_00_DISRESALV;16/05/2024 0:00;14/06/2024 0:00;;1014614;WOMENS;ARIZONA EVA;LIGHT ROSE;CLASSIC;1;802437000000.0;BIRKEN
1018923/ARIZONA EVA KIDS BEETROOT /27/PURPLE;110000654070468;SBO_00_DISRESALV;31/07/2024 0:00;05/05/2025 0:00;;1018923;WOMENS;ARIZONA EVA KIDS BEETROOT ;PURPLE;ACTIVE;1;822699000000.0;BIRKEN
1018923/ARIZONA EVA KIDS BEETROOT /31/PURPLE;110000654070868;SBO_00_DISRESALV;16/05/2024 0:00;05/05/2025 0:00;;1018923;WOMENS;ARIZONA EVA KIDS BEETROOT;PURPLE;ACTIVE;1;822699000000.0;BIRKEN
1018923/ARIZONA EVA KIDS BEETROOT /32/PURPLE;110000654070968;SBO_00_DISRESALV;16/05/2024 0:00;05/05/2025 0:00;;1018923;WOMENS;ARIZONA EVA KIDS BEETROOT;PURPLE;ACTIVE;1;822699000000.0;BIRKEN
1018923/ARIZONA EVA KIDS BEETROOT /33/PURPLE;110000654071068;SBO_00_DISRESALV;16/05/2024 0:00;05/05/2025 0:00;;1018923;WOMENS;ARIZONA EVA KIDS BEETROOT;PURPLE;ACTIVE;1;822699000000.0;BIRKEN
1019152/ARIZONA EVA /38/KHAKI;140000814121568;SBO_00_DISRESALV;31/07/2024 0:00;28/03/2025 0:00;Seasonal;1019152;UNISEX;ARIZONA EVA ;KHAKI;ACTIVE;1;822699000000.0;BIRKEN
1019152/ARIZONA EVA /39/KHAKI;140000814121668;SBO_00_DISRESALV;31/07/2024 0:00;05/05/2025 0:00;Seasonal;1019152;UNISEX;ARIZONA EVA ;KHAKI;ACTIVE;1;822699000000.0;BIRKEN
1019152/ARIZONA EVA /40/KHAKI;140000814121768;SBO_00_DISRESALV;30/10/2024 0:00;28/03/2025 0:00;Seasonal;1019152;UNISEX;ARIZONA EVA ;KHAKI;ACTIVE;1;822699000000.0;BIRKEN
1019152/ARIZONA EVA /41/KHAKI;140000814121868;SBO_00_DISRESALV;30/10/2024 0:00;28/03/2025 0:00;Seasonal;1019152;UNISEX;ARIZONA EVA ;KHAKI;ACTIVE;1;822699000000.0;BIRKEN
129441/ARIZONA EVA /41/WHITE;140000833991868;SBO_00_DISRESALV;31/07/2024 0:00;05/05/2025 0:00;Seasonal;129441;UNISEX;ARIZONA EVA ;WHITE;ACTIVE;1;886454000000.0;BIRKEN
129441/ARIZONA EVA /42/WHITE;140000833991968;SBO_00_DISRESALV;31/07/2024 0:00;28/03/2025 0:00;Seasonal;129441;UNISEX;ARIZONA EVA ;WHITE;ACTIVE;1;886454000000.0;BIRKEN
129441/ARIZONA EVA /43/WHITE;140000833992068;SBO_00_DISRESALV;31/07/2024 0:00;05/05/2025 0:00;Seasonal;129441;UNISEX;ARIZONA EVA ;WHITE;ACTIVE;1;886454000000.0;BIRKEN
129441/ARIZONA EVA /44/WHITE;140000833992168;SBO_00_DISRESALV;31/07/2024 0:00;28/03/2025 0:00;Seasonal;129441;UNISEX;ARIZONA EVA ;WHITE;ACTIVE;1;886454000000.0;BIRKEN
129441/ARIZONA EVA /45/WHITE;140000833992268;SBO_00_DISRESALV;31/07/2024 0:00;28/03/2025 0:00;Seasonal;129441;UNISEX;ARIZONA EVA ;WHITE;ACTIVE;1;886454000000.0;BIRKEN
552683/ARIZONA BF/35/ WHITE;140000843991268;SBO_00_DISRESALV;30/10/2024 0:00;08/11/2024 0:00;Core Essential;552683;UNISEX;ARIZONA BF;WHITE;CLASSIC;1;886454000000.0;BIRKEN
552683/ARIZONA BF/36/ WHITE;140000843991368;SBO_00_DISRESALV;30/10/2024 0:00;08/11/2024 0:00;Core Essential;552683;UNISEX;ARIZONA BF;WHITE;CLASSIC;1;886454000000.0;BIRKEN
1027404/ARIZONA EVA/40/SURF GREEN;140001234091768;SBO_00_DISRESALV;03/11/2024 0:00;08/11/2024 0:00;Seasonal;1027404;UNISEX;ARIZONA EVA;SURF GREEN;ACTIVE;1;192762000000.0;BIRKEN
1021476/ARIZONA BB LENA/43/HIGH SHINE BLACK;110001094052068;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1021476;WOMENS;ARIZONA BB LENA;HIGH SHINE BLACK;CLASSIC;1;887759000000.0;BIRKEN
555123/ARIZONA KIDS BF /26/BLACK;130000574050368;SBO_00_DISRESALV;16/05/2024 0:00;14/06/2024 0:00;Core Essential;555123;BOYS;ARIZONA KIDS BF;BLACK;CLASSIC;1;886455000000.0;BIRKEN
555123/ARIZONA KIDS BF /27/BLACK;130000574050468;SBO_00_DISRESALV;16/05/2024 0:00;25/03/2025 0:00;Core Essential;555123;BOYS;ARIZONA KIDS BF;BLACK;CLASSIC;1;886455000000.0;BIRKEN
555123/ARIZONA KIDS BF /32/BLACK;130000574050968;SBO_00_DISRESALV;16/05/2024 0:00;14/06/2024 0:00;Core Essential;555123;BOYS;ARIZONA KIDS BF;BLACK;CLASSIC;1;886455000000.0;BIRKEN
555123/ARIZONA KIDS BF /33/BLACK;130000574051068;SBO_00_DISRESALV;16/05/2024 0:00;14/06/2024 0:00;Core Essential;555123;BOYS;ARIZONA KIDS BF;BLACK;CLASSIC;1;886455000000.0;BIRKEN
1012478/ARIZONA KIDS BF ELECTRIC /29/METALLIC COPPER;120000604000668;SBO_00_DISRESALV;29/10/2024 0:00;05/05/2025 0:00;Core Essential;1012478;GIRLS;ARIZONA KIDS BF ELECTRIC ;METALLIC COPPER;CLASSIC;1;886457000000.0;BIRKEN
1012478/ARIZONA KIDS BF ELECTRIC /30/METALLIC COPPER;120000604000768;SBO_00_DISRESALV;29/10/2024 0:00;05/05/2025 0:00;Core Essential;1012478;GIRLS;ARIZONA KIDS BF ELECTRIC ;METALLIC COPPER;CLASSIC;1;886457000000.0;BIRKEN
1012478/ARIZONA KIDS BF ELECTRIC /31/METALLIC COPPER;120000604000868;SBO_00_DISRESALV;29/10/2024 0:00;05/05/2025 0:00;Core Essential;1012478;GIRLS;ARIZONA KIDS BF ELECTRIC ;METALLIC COPPER;CLASSIC;1;886457000000.0;BIRKEN
259883/BOSTON SHEARLING LEVE/36/ BLACK LAF;110000544051368;SBO_00_DISRESALV;16/05/2024 0:00;13/12/2024 0:00;Core Essential;259883;WOMENS;BOSTON SHEARLING LEVE;BLACK LAF;CLASSIC;1;886455000000.0;BIRKEN
1018463/ARIZONA CT M LEOI FADED /43/KHAKI;200000644122068;SBO_00_DISRESALV;16/05/2024 0:00;05/05/2025 0:00;Seasonal;1018463;MENS;ARIZONA CT M LEOI FADED;KHAKI;ACTIVE;1;822699000000.0;BIRKEN
1018463/ARIZONA CT M LEOI FADED /44/KHAKI;200000644122168;SBO_00_DISRESALV;29/10/2024 0:00;05/05/2025 0:00;Seasonal;1018463;MENS;ARIZONA CT M LEOI FADED ;KHAKI;ACTIVE;1;822699000000.0;BIRKEN
1018463/ARIZONA CT M LEOI FADED /45/KHAKI;200000644122268;SBO_00_DISRESALV;29/10/2024 0:00;05/05/2025 0:00;Seasonal;1018463;MENS;ARIZONA CT M LEOI FADED ;KHAKI;ACTIVE;1;822699000000.0;BIRKEN
1027416/ARIZONA PLATFORM FLEX BF/36/WHITE;110001243991368;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1027416;WOMENS;ARIZONA PLATFORM FLEX BF;WHITE;N-A;1;192762000000.0;BIRKEN
1027416/ARIZONA PLATFORM FLEX BF/37/WHITE;110001243991468;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1027416;WOMENS;ARIZONA PLATFORM FLEX BF;WHITE;N-A;1;192762000000.0;BIRKEN
1027416/ARIZONA PLATFORM FLEX BF/38/WHITE;110001243991568;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1027416;WOMENS;ARIZONA PLATFORM FLEX BF;WHITE;N-A;1;192762000000.0;BIRKEN
1027395/ARIZONA PLATAFORM FLEX BF/42/BLACK;110001224051968;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1027395;WOMENS;ARIZONA PLATAFORM FLEX BF;BLACK;N-A;1;192762000000.0;BIRKEN
1027395/ARIZONA PLATAFORM FLEX BF/43/BLACK;110001224052068;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1027395;WOMENS;ARIZONA PLATAFORM FLEX BF;BLACK;N-A;1;192762000000.0;BIRKEN
1026544/UJI W LENA HS LENB/41/NEW BEIGE;110001163981868;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1026544;WOMENS;UJI W LENA HS LENB;NEW BEIGE;CLASSIC;1;192762000000.0;BIRKEN
1026544/UJI W LENA HS LENB/42/NEW BEIGE;110001163981968;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1026544;WOMENS;UJI W LENA HS LENB;NEW BEIGE;CLASSIC;1;192762000000.0;BIRKEN
1026622/CATALINA BF/38/GRACEFUL TAUPE;110001174031568;SBO_00_DISRESALV;03/11/2024 0:00;08/11/2024 0:00;Seasonal;1026622;WOMENS;CATALINA BF;GRACEFUL TAUPE;CLASSIC;1;192762000000.0;BIRKEN
1027395/ARIZONA PLATAFORM FLEX BF/38/BLACK;110001224051568;SBO_00_DISRESALV;03/11/2024 0:00;25/03/2025 0:00;Seasonal;1027395;WOMENS;ARIZONA PLATAFORM FLEX BF;BLACK;N-A;1;192762000000.0;BIRKEN
1027395/ARIZONA PLATAFORM FLEX BF/39/BLACK;110001224051668;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1027395;WOMENS;ARIZONA PLATAFORM FLEX BF;BLACK;N-A;1;192762000000.0;BIRKEN
1028366/ARIZONA PLATAFORM FLEX LENB/39/DARK TEA;110001274111668;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1028366;WOMENS;ARIZONA PLATAFORM FLEX LENB;DARK TEA;CLASSIC;1;192762000000.0;BIRKEN
1028366/ARIZONA PLATAFORM FLEX LENB/41/DARK TEA;110001274111868;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1028366;WOMENS;ARIZONA PLATAFORM FLEX LENB;DARK TEA;CLASSIC;1;192762000000.0;BIRKEN
1022173/ARIZONA K MF FLASHY HOLOGRAM /30/SILVER VEG;110000694060768;SBO_00_DISRESALV;16/05/2024 0:00;05/05/2025 0:00;;1022173;WOMENS;ARIZONA K MF FLASHY HOLOGRAM;SILVER VEG;CLASSIC;1;887760000000.0;BIRKEN
1022173/ARIZONA K MF FLASHY HOLOGRAM /31/SILVER VEG;110000694060868;SBO_00_DISRESALV;16/05/2024 0:00;05/05/2025 0:00;;1022173;WOMENS;ARIZONA K MF FLASHY HOLOGRAM;SILVER VEG;CLASSIC;1;887760000000.0;BIRKEN
1005960/ARIZONA SFB LENA BIRKENSTOCK/35/METALLIC SILVER;110000154061268;SBO_00_DISRESALV;19/03/2024 0:00;14/06/2024 0:00;Seasonal;1005960;WOMENS;ARIZONA SFB LENA BIRKENSTOCK;METALLIC SILVER;CLASSIC;1;886926000000.0;BIRKEN
