U_Estilo;U_Descrip_Color;U_Descripcion;Empresa;U_Division;U_Coleccion;U_Genero
1012520;0;RIO KIDS BF ELECTRIC METALLIC COPPER;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;GIRLS
171321;0;MAYARI LEOI HABANA;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
743831;0;GIZEH LEOI HABANA;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
1001128;0;ARIZONA VL SHEARLING MINK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
1001135;0;ARIZONA VL SHEARLING MINK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
1009526;0;ARIZONA SFB LEVE MINK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
40093;0;MADRID BFBC MOCHA;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
634501;0;MILANO BFBC MOCHA;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
634503;0;MILANO BFBC MOCHA;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
660461;0;BOSTON VL SFB MOCHA;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
71061;0;MAYARI BFBC MOCHA;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
71063;0;MAYARI BFBC MOCHA;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
951311;0;ARIZONA SFB LEVE MOCCA;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
1014177;0;MAYARI KIDS BFBC MOCHA;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;BOYS
552893;0;ARIZONA KIDS BFBC MOCHA;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;BOYS
552903;0;ARIZONA KIDS BFBC NAVY;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;BOYS
71071;0;MAYARI BFBC STONE;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
1017402;0;ARIZONA VL SHEARLING STONE COIN;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
1017403;0;ARIZONA VL SHEARLING STONE COIN;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
1011433;0;MAYARI LEOI TABACCO BROWN;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
552811;0;ARIZONA SFB LEOI TABACCO BROWN;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
552813;0;ARIZONA SFB LEOI TABACCO BROWN;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
943811;0;GIZEH LEOI TABACCO BROWN;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
960813;0;BOSTON LEOI TABACCO BROWN;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
951301;0;ARIZONA SFB LEVE TAUPE;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
1005299;0;GIZEH BF PATENT WHITE;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
1015084;0;ZERMATT SHEARLING FE ANTHRACITE;SBO_00_DISRESALV;CORE ESSENTIAL;HOMESHOES;UNISEX
1015090;0;ZERMATT SHEARLING FE ANTHRACITE;SBO_00_DISRESALV;CORE ESSENTIAL;HOMESHOES;UNISEX
1015086;0;ZERMATT SHEARLING FE LIGHT GRAY;SBO_00_DISRESALV;CORE ESSENTIAL;HOMESHOES;UNISEX
1015092;0;ZERMATT SHEARLING FE LIGHT GRAY;SBO_00_DISRESALV;CORE ESSENTIAL;HOMESHOES;UNISEX
1026972;0;SOLEY RING-B. EMB. LENB BISCAY BAY;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1018522;0;SOLEY RING-BUCKLE LE BLACK;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1018523;0;MARY RING-BUCKLE LE BLACK;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1026951;0;SOLEY RING-BUCKLE LENB METALLIC BLACK;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1027367;0;GIZEH PLATFORM FLEX BF BLACK VEG;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1026886;0;SOLEY RING-B. EMB. LENB BURNT ORANGE;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1023525;0;MARY RING-BUCKLE LE COGNAC;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1023539;0;SOLEY RING-BUCKLE LE COGNAC;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1026908;0;GLENDA LENB ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1026931;0;ALMINA LENB ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1020042;0;GLENDA LENB PECAN;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1026892;0;ALMINA LENB PECAN;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1024950;0;ARIZONA CHUNKY LEVE WARM SAND;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1026176;0;BOSTON CHUNKY LEVE WARM SAND;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1027396;0;GIZEH PLATFORM FLEX BF WHITE VEG;SBO_00_DISRESALV;SEASONAL;SEASONAL;WOMENS
1026003;0;BIRKI AIR 2.0 PU ACTIVE RED;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1025978;0;BIRKI AIR 2.0 PU BLACK;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1025979;0;BOSTON PRO LE BLACK;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1025986;0;TOKIO PRO LE BLACK;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1026222;0;BOSTON PRO LE BLACK;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1026231;0;TOKIO PRO LE BLACK;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1027414;0;HEIDELBERG PRO NL BLACK;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;WOMENS
1026055;0;TOKIO PRO LE GREY;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1026185;0;TOKIO PRO LE GREY;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1026230;0;BOSTON PRO LE MARS RED;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1026241;0;BOSTON PRO LE MARS RED;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1026010;0;BIRKI AIR 2.0 PU MATCHA;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1026054;0;TOKIO PRO LE MATCHA;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1026221;0;TOKIO PRO LE MATCHA;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1027366;0;HEIDELBERG PRO NL NAVY;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;WOMENS
1026081;0;BOSTON PRO LE THYME;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1026188;0;BOSTON PRO LE THYME;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1025989;0;BIRKI AIR 2.0 PU ULTRA BLUE;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1025956;0;TOKIO PRO LE WHITE;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1025992;0;BOSTON PRO LE WHITE;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1026186;0;TOKIO PRO LE WHITE;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1026214;0;BOSTON PRO LE WHITE;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;UNISEX
1027415;0;HEIDELBERG PRO NL WHITE;SBO_00_DISRESALV;SEASONAL;PROFESSIONAL;WOMENS
10272;0;A 630 PU BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;PROFESSIONAL;UNISEX
20272;0;A 640 PU BLACK M. STAHLKAPPE;SBO_00_DISRESALV;CORE ESSENTIAL;PROFESSIONAL;UNISEX
10292;0;A 630 PU WHITE;SBO_00_DISRESALV;CORE ESSENTIAL;PROFESSIONAL;UNISEX
20292;0;A 640 PU WHITE M. STAHLKAPPE;SBO_00_DISRESALV;CORE ESSENTIAL;PROFESSIONAL;UNISEX
1017721;0;BEND LOW SMOOTH LEATHER LENA BLACK;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1017722;0;BEND LOW SMOOTH LEATHER LENA BLACK;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1021322;0;OSWEGO SMOOTH LEATHER LENA BLACK;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1021326;0;OSWEGO SMOOTH LEATHER LENA BLACK;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
166541;0;LONDON OILED LEATHER LEOI BLACK;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
166543;0;LONDON OILED LEATHER LEOI BLACK;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1027254;0;BEND LOW SMOOTH LEATHER LENA BUTTER;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1027300;0;BEND LOW SMOOTH LEATHER LENA BUTTER;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1027280;0;BEND LOW SUEDE LEVE ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1027295;0;BEND LOW SUEDE LEVE ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1021324;0;OSWEGO SMOOTH LEATHER LENA GRAY;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
166531;0;LONDON OILED LEATHER LEOI HABANA;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
166533;0;LONDON OILED LEATHER LEOI HABANA;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1027298;0;BEND LOW SUEDE LEVE PINK CLAY;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1027310;0;BEND LOW SUEDE LEVE PINK CLAY;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1017723;0;BEND LOW SMOOTH LEATHER LENA WHITE;SBO_00_DISRESALV;SEASONAL;SHOES;UNISEX
1024599;0;SHINJUKU LEA/TEX BLACK;SBO_00_DISRESALV;ACTIVE;0;UNISEX
1026824;0;ARIZONA EXQ LENA BLACK;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1026843;0;ARIZONA EXQ LENA BLACK;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1029213;0;ARIZONA EXQ LENA EGGSHELL;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1026787;0;ARIZONA EXQ LENA MINERAL GRAY;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1018402;0;ARIZONA EXQ VL ALLOVER SUEDE CHARCOAL;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1018443;0;ARIZONA EXQ VL ALLOVER SUEDE TAUPE;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1029961;0;ARIZONA EXQ VL ALLOVER SUEDE TAUPE;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1026570;0;UJI W LENA HS/LENB BLACK;SBO_00_DISRESALV;CLASSIC;0;WOMENS
1029302;0;UJI W LENA HS/LENB STONE COIN;SBO_00_DISRESALV;CLASSIC;0;WOMENS
1029960;0;ZÜRICH EXQ VL ALLOVER TAUPE;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1028237;0;BOSTON NOVA TEX BLACK BG;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1024565;0;ARIZONA CHUNKY EXQ LENA BLACK;SBO_00_DISRESALV;N/A;0;WOMENS
1029067;0;ARIZONA CHUNKY EXQ LENA EGGSHELL;SBO_00_DISRESALV;N/A;0;WOMENS
1029353;0;ARIZONA DB LENA HS BLACK HEX CUPSOLE;SBO_00_DISRESALV;CLASSIC;0;WOMENS
1029386;0;ARIZONA DB LENA HS NEW BEIGE HEX CUPSOLE;SBO_00_DISRESALV;CLASSIC;0;WOMENS
1029367;0;ARIZONA DB LENA HS PURE SAGE HEX CUPSOLE;SBO_00_DISRESALV;CLASSIC;0;WOMENS
1026918;0;ARIZONA FLEX PLATFORM EXQ LENA BLACK;SBO_00_DISRESALV;N/A;0;WOMENS
1029101;0;ARIZONA FLEX PLATFORM EXQ LENA FAD PURP;SBO_00_DISRESALV;N/A;0;WOMENS
1029074;0;MILANO CHUNKY EXQ LENA EGGSHELL;SBO_00_DISRESALV;N/A;0;WOMENS
1029091;0;SOLEY RING-BUCKLE PU LENA BLACK;SBO_00_DISRESALV;N/A;0;WOMENS
1026877;0;THEDA LENA BLACK;SBO_00_DISRESALV;N/A;0;WOMENS
1027471;0;REYKJAVIK LENB BLACK;SBO_00_DISRESALV;SHOES;0;UNISEX
1029600;0;REYKJAVIK LENB PURE SAGE;SBO_00_DISRESALV;SHOES;0;UNISEX
1029581;0;SHINJUKU LEA/TEX PURE SAGE;SBO_00_DISRESALV;ACTIVE;0;UNISEX
1026789;0;BOSTON EXQ LENA BLACK;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1026813;0;BOSTON EXQ LENA BLACK;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1026144;0;BOSTON CHUNKY EXQ LENA BLACK;SBO_00_DISRESALV;N/A;0;WOMENS
1029825;0;ARIZONA EXQ LE BLACK;SBO_00_DISRESALV;N/A;0;0
1029798;0;ARIZONA EXQ LE COGNAC;SBO_00_DISRESALV;N/A;0;0
1028200;0;ARIZONA EVA CROCUS;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1028107;0;ARIZONA EVA RUST BROWN;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1028119;0;ARIZONA EVA RUST BROWN;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027592;0;ARIZONA EVA STONE COIN;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027620;0;ARIZONA EVA STONE COIN;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1028566;0;BARBADOS EVA KHAKI;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027684;0;BIRKI FLOW EVA BLACK;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027706;0;BIRKI FLOW EVA EGGSHELL;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1028741;0;BIRKI FLOW EVA KHAKI;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027714;0;BIRKI FLOW EVA STONE COIN;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1028157;0;BOSTON EVA CROCUS;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027363;0;BOSTON EVA ROAST;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027386;0;BOSTON EVA ROAST;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027621;0;BOSTON EVA STONE COIN;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027630;0;BOSTON EVA STONE COIN;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027385;0;BOSTON EVA SURF GREEN;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1025677;0;MILANO CT W LEOI BLACK;SBO_00_DISRESALV;ACTIVE;SEASONAL;WOMENS
1027137;0;MOGAMI TERRA BF APEX BURNT ORANGE;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1028085;0;MOGAMI TERRA BF APEX CONCRETE GRAY;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027140;0;MOGAMI TERRA BF APEX ELEMENTAL BLUE;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027089;0;MOGAMI TERRA BF APEX EUCALYPTUS;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1024516;0;ARIZONA SFB LEVE ANTIQUE WHITE;SBO_00_DISRESALV;CLASSIC;SEASONAL;UNISEX
1024554;0;ARIZONA SFB LEVE ANTIQUE WHITE;SBO_00_DISRESALV;CLASSIC;SEASONAL;UNISEX
1025028;0;ZÜRICH LEVE ANTIQUE WHITE;SBO_00_DISRESALV;CLASSIC;SEASONAL;UNISEX
1027989;0;ARIZONA BIG BUCKLE LENB BERRY CRUSH;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
1028058;0;BOSTON BIG BUCKLE LENB BERRY CRUSH;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
1026295;0;FRANCA BRAIDED LEOI  BLACK;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
1026334;0;FRANCA BRAIDED  LEOI BLACK;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
1024052;0;FRANCA BRAIDED LEOI COGNAC;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
