KEY;U_Temporalidad;U_Segmento;U_Estilo;MVP;U_Descripcion;Grid;Size;UPC/EAN;Region;From Month;Delivery From;PLC;U_Genero;Line;U_Coleccion_NE;Onfield;Silhouette Group;U_Silueta;Family;Sport;U_Liga;U_Team;U_Descrip_Color;Production Season;Composition;Segmentation;Plant;Descr Español;Color Español;Mkt Initiative Range;Key Look ID;Price;Cost;Bill To;Customer Name;Commercial Name;Channel;Commercial Discount;Sales Manager (G1-G10);SALES EXECUTIVE;Execution Month;Total Units;  $$  ;PO;Delivery Date;Launch Month;Reference;Comments;Period;ICD;Vendor;PAÍS DE ORIGEN;LIST PRICE;SHIP TO;SD;COMPRA;;
14475233L10464948;FW 24;APPAREL;14475233;0;VARSITY GUAROJ SCRLT;5XXS-5XL;L;198581753191;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;JACKETS;JACKET;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;50% Wool / 45% Polyester / 5%;CORE SPORTS;9008;;;;;199.99;100;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 120 ;$12,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;100.00;2123953;10464948;FW24 SOCCER LATAM;;
14475233XL10464948;FW 24;APPAREL;14475233;0;VARSITY GUAROJ SCRLT;5XXS-5XL;XL;198581753221;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;JACKETS;JACKET;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;50% Wool / 45% Polyester / 5%;CORE SPORTS;9008;;;;;199.99;100;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 60 ;$6,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;100.00;2123953;10464948;FW24 SOCCER LATAM;;
14475233XXL10464948;FW 24;APPAREL;14475233;0;VARSITY GUAROJ SCRLT;5XXS-5XL;XXL;198581753252;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;JACKETS;JACKET;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;50% Wool / 45% Polyester / 5%;CORE SPORTS;9008;;;;;199.99;100;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 8 ;$800.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;100.00;2123953;10464948;FW24 SOCCER LATAM;;
14475234S10464948;FW 24;APPAREL;14475234;0;T-SHIRT GUAROJ SCRLT;5XXS-5XL;S;198581753313;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 64 ;$1,280.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475234M10464948;FW 24;APPAREL;14475234;0;T-SHIRT GUAROJ SCRLT;5XXS-5XL;M;198581753306;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 128 ;$2,560.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475234L10464948;FW 24;APPAREL;14475234;0;T-SHIRT GUAROJ SCRLT;5XXS-5XL;L;198581753290;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 128 ;$2,560.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475234XL10464948;FW 24;APPAREL;14475234;0;T-SHIRT GUAROJ SCRLT;5XXS-5XL;XL;198581753320;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 64 ;$1,280.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475234XXL10464948;FW 24;APPAREL;14475234;0;T-SHIRT GUAROJ SCRLT;5XXS-5XL;XXL;198581753351;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 8 ;$160.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475235S10464948;FW 24;APPAREL;14475235;0;T-SHIRT GUAROJ LGHT RYL;5XXS-5XL;S;198581753412;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;BLUE;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 50 ;$1,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475235M10464948;FW 24;APPAREL;14475235;0;T-SHIRT GUAROJ LGHT RYL;5XXS-5XL;M;198581753405;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;BLUE;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 100 ;$2,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475235L10464948;FW 24;APPAREL;14475235;0;T-SHIRT GUAROJ LGHT RYL;5XXS-5XL;L;198581753399;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;BLUE;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 100 ;$2,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475235XL10464948;FW 24;APPAREL;14475235;0;T-SHIRT GUAROJ LGHT RYL;5XXS-5XL;XL;198581753429;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;BLUE;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 50 ;$1,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475235XXL10464948;FW 24;APPAREL;14475235;0;T-SHIRT GUAROJ LGHT RYL;5XXS-5XL;XXL;198581753450;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;BLUE;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 8 ;$160.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475236S10464948;FW 24;APPAREL;14475236;0;T-SHIRT GUAROJ GRY;5XXS-5XL;S;198581753511;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 50 ;$1,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475236M10464948;FW 24;APPAREL;14475236;0;T-SHIRT GUAROJ GRY;5XXS-5XL;M;198581753504;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 100 ;$2,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475236L10464948;FW 24;APPAREL;14475236;0;T-SHIRT GUAROJ GRY;5XXS-5XL;L;198581753498;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 100 ;$2,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475236XL10464948;FW 24;APPAREL;14475236;0;T-SHIRT GUAROJ GRY;5XXS-5XL;XL;198581753528;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 50 ;$1,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475236XXL10464948;FW 24;APPAREL;14475236;0;T-SHIRT GUAROJ GRY;5XXS-5XL;XXL;198581753559;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 8 ;$160.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475237S10464948;FW 24;APPAREL;14475237;0;T-SHIRT GUAROJ GRPHT;5XXS-5XL;S;198581753610;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 50 ;$1,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475237M10464948;FW 24;APPAREL;14475237;0;T-SHIRT GUAROJ GRPHT;5XXS-5XL;M;198581753603;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 100 ;$2,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475237L10464948;FW 24;APPAREL;14475237;0;T-SHIRT GUAROJ GRPHT;5XXS-5XL;L;198581753597;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 100 ;$2,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475237XL10464948;FW 24;APPAREL;14475237;0;T-SHIRT GUAROJ GRPHT;5XXS-5XL;XL;198581753627;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 50 ;$1,000.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475237XXL10464948;FW 24;APPAREL;14475237;0;T-SHIRT GUAROJ GRPHT;5XXS-5XL;XXL;198581753658;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;T-SHIRT - SHORT SLEEVE;T-SHIRT - SHORT SLEE;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;40.00;20;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 8 ;$160.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;20.00;2123953;10464948;FW24 SOCCER LATAM;;
14475245S10464948;FW 24;APPAREL;14475245;0;JERSEY GUAROJ GRPHT;5XXS-5XL;S;198581754419;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;JERSEY;JERSEY;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;84.99;42.5;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 60 ;$2,550.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;42.50;2123953;10464948;FW24 SOCCER LATAM;;
14475245M10464948;FW 24;APPAREL;14475245;0;JERSEY GUAROJ GRPHT;5XXS-5XL;M;198581754402;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;JERSEY;JERSEY;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;84.99;42.5;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 120 ;$5,100.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;42.50;2123953;10464948;FW24 SOCCER LATAM;;
14475245L10464948;FW 24;APPAREL;14475245;0;JERSEY GUAROJ GRPHT;5XXS-5XL;L;198581754396;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;JERSEY;JERSEY;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;84.99;42.5;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 120 ;$5,100.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;42.50;2123953;10464948;FW24 SOCCER LATAM;;
14475245XL10464948;FW 24;APPAREL;14475245;0;JERSEY GUAROJ GRPHT;5XXS-5XL;XL;198581754426;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;JERSEY;JERSEY;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;84.99;42.5;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 60 ;$2,550.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;42.50;2123953;10464948;FW24 SOCCER LATAM;;
14475245XXL10464948;FW 24;APPAREL;14475245;0;JERSEY GUAROJ GRPHT;5XXS-5XL;XXL;198581754457;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;JERSEY;JERSEY;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;84.99;42.5;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 8 ;$340.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;42.50;2123953;10464948;FW24 SOCCER LATAM;;
14475247S10464948;FW 24;APPAREL;14475247;0;HOODIE GUAROJ SCRLT;5XXS-5XL;S;198581754617;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;HOODIES;HOODED PULLOVER - LS;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;99.99;50;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 46 ;$2,300.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;50.00;2123953;10464948;FW24 SOCCER LATAM;;
14475247M10464948;FW 24;APPAREL;14475247;0;HOODIE GUAROJ SCRLT;5XXS-5XL;M;198581754600;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;HOODIES;HOODED PULLOVER - LS;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;99.99;50;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 95 ;$4,750.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;50.00;2123953;10464948;FW24 SOCCER LATAM;;
14475247L10464948;FW 24;APPAREL;14475247;0;HOODIE GUAROJ SCRLT;5XXS-5XL;L;198581754594;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;HOODIES;HOODED PULLOVER - LS;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;99.99;50;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 95 ;$4,750.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;50.00;2123953;10464948;FW24 SOCCER LATAM;;
14475247XL10464948;FW 24;APPAREL;14475247;0;HOODIE GUAROJ SCRLT;5XXS-5XL;XL;198581754624;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;HOODIES;HOODED PULLOVER - LS;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;99.99;50;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 46 ;$2,300.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;50.00;2123953;10464948;FW24 SOCCER LATAM;;
14475247XXL10464948;FW 24;APPAREL;14475247;0;HOODIE GUAROJ SCRLT;5XXS-5XL;XXL;198581754655;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;HOODIES;HOODED PULLOVER - LS;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;RED;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;99.99;50;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 8 ;$400.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;50.00;2123953;10464948;FW24 SOCCER LATAM;;
14475248S10464948;FW 24;APPAREL;14475248;0;HOODIE GUAROJ GRPHT;5XXS-5XL;S;198581754716;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;HOODIES;HOODED PULLOVER - LS;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;99.99;50;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 50 ;$2,500.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;50.00;2123953;10464948;FW24 SOCCER LATAM;;
14475248M10464948;FW 24;APPAREL;14475248;0;HOODIE GUAROJ GRPHT;5XXS-5XL;M;198581754709;MEXICO;OCTOBER;1/01/2000;3M;UNISEX;NONE;ROJOS FW24;NO;TOP;HOODIES;HOODED PULLOVER - LS;SOCCER;GUATEMALA SOCCER LEA;CLUB SOCIAL DEPORTIV;DK GREY;CUS;100% Cotton knit;CORE SPORTS;9008;;;;;99.99;50;1029101;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NES/NEO;50%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER; 91 ;$4,550.00;4500450834;24/10/2024;;;;;20/08/2024;"JIANGYIN JIUDINE S AND T CO; L";China;50.00;2123953;10464948;FW24 SOCCER LATAM;;
